model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
last_value,esr_ratio,3,stress2:column:06,4,4,4,0,OK,0.12704749999999992,0.12994533591091287,0.052558633334000002,2.417252731680398,0.12704749999999992,1,0,OK
local_linear,capacity_ratio,1,stress2:column:01,6,6,6,0,OK,0.0084083333333332955,0.011769801046180275,0.021647333333999999,0.38842351635648797,0.024159999999999959,0.34802704194260387,0.65197295805739608,OK
local_linear,capacity_ratio,1,stress2:column:02,6,6,6,0,OK,0.01217666666666678,0.014112482654255779,0.020801333333999996,0.58537914234391364,0.029699999999999966,0.40998877665544758,0.59001122334455247,OK
local_linear,capacity_ratio,1,stress2:column:03,6,6,6,0,OK,0.011106666666666598,0.0133006704091685,0.020928333333999995,0.53070000794677719,0.029114999999999985,0.38147575705535303,0.61852424294464692,OK
local_linear,capacity_ratio,1,stress2:column:04,6,6,6,0,OK,0.012421666666666739,0.014758066156060828,0.020602333333999998,0.60292523498623729,0.031308333333333292,0.39675272824062036,0.60324727175937964,OK
local_linear,capacity_ratio,1,stress2:column:05,6,6,6,0,OK,0.0096827777716666698,0.012095284018051291,0.020978,0.4615682034353451,0.028780555561666626,0.33643470679083581,0.66356529320916424,OK
local_linear,capacity_ratio,1,stress2:column:06,6,6,6,0,OK,0.0098833333333332631,0.011007497444923537,0.020729333334,0.4767800861749249,0.031316666666666625,0.31559340074507536,0.68440659925492464,OK
local_linear,capacity_ratio,2,stress2:column:01,5,5,5,0,OK,0.0093199999999999724,0.010555089767500763,0.021647333333999999,0.43053801852635953,0.050779999999999978,0.18353682552185854,0.81646317447814143,OK
local_linear,capacity_ratio,2,stress2:column:02,5,5,5,0,OK,0.015524000000000048,0.018148947076896835,0.020801333333999996,0.74629831418671166,0.062463999999999985,0.24852715163934511,0.75147284836065487,OK
local_linear,capacity_ratio,2,stress2:column:03,5,5,5,0,OK,0.014277999999999836,0.019496794095440331,0.020928333333999995,0.68223301741873144,0.060145999999999991,0.23738902005120605,0.7626109799487939,OK
local_linear,capacity_ratio,2,stress2:column:04,5,5,5,0,OK,0.016098000000000012,0.021431212284889554,0.020602333333999998,0.78136780621025614,0.065177999999999986,0.24698517904814532,0.75301482095185468,OK
local_linear,capacity_ratio,2,stress2:column:05,5,5,5,0,OK,0.013622666664000005,0.017506784282494761,0.020978,0.6493787140814189,0.059001333339999976,0.23088743750074733,0.76911256249925264,OK
